ISO3,year,country,gini_disp,gini_disp_se,gini_mkt,gini_mkt_se,redist_after,redist,abs_red,abs_red_se,rel_red,rel_red_se,region,light_gini_lpp,sol,sol_gt10,light_gini_lpp_gt10,income_cat
DEU,2000,Germany,26.7,0.5,47.3,0.8,1975,TRUE,20.6,0.9,43.6,1.2,Europe,40.1709250590171,7569460,94278.4295562299,36.2973561398009,High Income
DEU,2005,Germany,28.2,0.8,50.1,1.1,1975,TRUE,21.9,1.4,43.7,1.8,Europe,39.2775306231039,7269666,94463.4929040142,34.9711502538898,High Income
DEU,2010,Germany,28.7,0.5,51.4,0.8,1975,TRUE,22.7,0.9,44.2,1.2,Europe,40.8592704129845,14084472,213578.695029341,36.8456819004558,High Income
DEU,2015,Germany,29,1.1,52,1.6,1975,TRUE,23,1.9,44.2,2.5,Europe,56.6203705416477,2533309.23486504,16532.1271449682,55.6468006633057,High Income
DJI,2000,Djibouti,36.4,2.3,41.6,2.7,,,,,,,Africa,50.7521597772089,1840,40.7306798563647,50.158936461759,Middle Income
DJI,2005,Djibouti,37.1,2.1,42.6,2.5,,,,,,,Africa,47.2857552311332,3143,61.7197665011937,46.6789376276339,Middle Income
DJI,2010,Djibouti,38.4,2.5,43.9,2.9,,,,,,,Africa,45.9536398586381,6798,157.254540929002,46.3362319510654,Middle Income
DMA,2005,Dominica,42.3,3.3,43.1,4.3,,,,,,,Americas,46.7429447724435,1908,27.3038621405091,31.5954833925404,
DMA,2010,Dominica,43.3,3.4,43.9,4.4,,,,,,,Americas,50.0760003627171,3896,59.7201455661244,34.4737984427118,
DNK,1990,Denmark,23.8,0.8,43.4,1.1,1975,TRUE,19.6,1.4,45.2,1.8,Europe,39.5497928171774,1113661.29097648,736.668162798553,38.0010658713331,High Income
DNK,1995,Denmark,22,0.2,44.7,0.3,1975,TRUE,22.7,0.4,50.8,0.5,Europe,40.5143423600559,1101447,1316.49736157564,38.7270830103698,High Income
DNK,2000,Denmark,22.6,0.2,43.9,0.2,1975,TRUE,21.3,0.3,48.5,0.4,Europe,37.4200409504685,779304,20989.5926714723,31.8275994744531,High Income
DNK,2005,Denmark,23.6,0.6,44.7,0.8,1975,TRUE,21.1,1,47.2,1.3,Europe,37.4719188451801,695692,18302.4496769765,32.3286728681621,High Income
DNK,2010,Denmark,25.3,0.4,47.1,0.4,1975,TRUE,21.8,0.6,46.3,0.7,Europe,38.2228944738616,1656992,49336.9340874414,33.1461636828515,High Income
DNK,2015,Denmark,25.4,1,48,1.4,1975,TRUE,22.6,1.7,47.1,2.2,Europe,55.616167360132,222114.555556819,2028.88461156034,55.3279007127571,High Income
DOM,1990,Dominican Republic,47.3,1.8,47.8,2.9,1985,TRUE,0.5,3.4,1,4.5,Americas,55.1704642451291,274774.271486455,30.2690563838488,55.1704642451291,Middle Income
DOM,1995,Dominican Republic,47.3,1.4,48.4,2.2,1985,TRUE,1.1,2.6,2.3,3.4,Americas,53.7468634936201,166853,62.1530074971674,53.7468634936201,Middle Income
DOM,2000,Dominican Republic,48.7,1.1,49.6,1.8,1985,TRUE,0.899999999999999,2.1,1.8,2.8,Americas,56.0172359186403,200965,1869.85698601841,48.3382728829487,Middle Income
DOM,2005,Dominican Republic,48.9,1,49.8,1.4,1985,TRUE,0.899999999999999,1.7,1.8,2.2,Americas,55.3638662474832,169649,1473.07477613386,49.2775925044031,Middle Income
DOM,2010,Dominican Republic,46.4,1,47.6,1.5,1985,TRUE,1.2,1.8,2.5,2.3,Americas,52.5970566789247,295993,3117.84583572329,47.0704696228096,Middle Income
DOM,2015,Dominican Republic,44.3,1.2,45.8,2.1,1985,TRUE,1.5,2.4,3.3,3.2,Americas,70.0562802032042,175984.452854127,850.460599823987,68.2125043502579,Middle Income
DZA,1990,Algeria,34.3,2.2,38.9,2.7,,,,,,,Africa,86.5691566858332,3057053.22078337,19237.3672510329,76.6765085715397,Middle Income
DZA,1995,Algeria,32.7,1.8,37.5,2.2,,,,,,,Africa,86.8059202006328,1675085,17321.5556182389,76.494594354345,Middle Income
DZA,2000,Algeria,31.7,2.5,36.5,2.8,,,,,,,Africa,79.8720943776177,1400093,10442.2166624471,54.647303221704,Middle Income
DZA,2005,Algeria,30.6,2.4,35.4,2.8,,,,,,,Africa,78.3189499412385,1426102,11927.9463589956,54.8642111411311,Middle Income
DZA,2010,Algeria,28.8,2.7,33.7,3.2,,,,,,,Africa,76.2619914379125,2963244,29917.9620617913,53.6017287940899,Middle Income
ECU,1990,Ecuador,47.5,2.3,49,2.8,1985,TRUE,1.5,3.6,3.1,4.6,Americas,85.505986516734,455542.25340777,666.641890458962,82.3772635942904,Middle Income
ECU,1995,Ecuador,48.6,1.1,50.1,1.7,1985,TRUE,1.5,2,3,2.6,Americas,84.1337384371107,422524,809.932364155071,78.4193273073448,Middle Income
ECU,2000,Ecuador,50.6,1.1,51.8,1.7,1985,TRUE,1.2,2,2.3,2.6,Americas,72.8246548330289,451184,5969.05176048567,48.8851214976394,Middle Income
ECU,2005,Ecuador,48.7,1,50,1.6,1985,TRUE,1.3,1.9,2.6,2.5,Americas,70.4773089936155,495468,6562.4499182556,47.3633935944618,Middle Income
ECU,2010,Ecuador,44.4,0.9,45.9,1.5,1985,TRUE,1.5,1.7,3.3,2.3,Americas,70.0524606164984,890489,13808.1482815476,51.729875939375,Middle Income
ECU,2015,Ecuador,42.2,1.1,43.7,1.7,1985,TRUE,1.5,2,3.4,2.6,Americas,89.8663112365761,510314.480149034,4799.24668030439,77.3798697808202,Middle Income
EGY,1990,Egypt,47,1.8,50.3,2.8,1985,TRUE,3.3,3.3,6.6,4.3,Africa,93.9961638527959,3002662.50946797,4355.75641326247,89.8709682089084,Middle Income
EGY,1995,Egypt,48.8,1.6,51.9,2.4,1985,TRUE,3.1,2.9,6,3.8,Africa,93.3996035081862,1880255,5313.32211355875,88.7136821511978,Middle Income
EGY,2000,Egypt,50.3,1.4,52.9,2.2,1985,TRUE,2.6,2.6,4.9,3.4,Africa,87.1956019756443,2039099,8035.99532535644,69.5817744748252,Middle Income
EGY,2005,Egypt,49,1.3,52,1.9,1985,TRUE,3,2.3,5.8,3,Africa,85.3686753849325,2413076,10055.5312478163,69.4668359763912,Middle Income
EGY,2010,Egypt,47.6,1.1,50.8,1.5,1985,TRUE,3.2,1.9,6.3,2.4,Africa,84.7383277394308,3827590,14675.9093260332,67.1442817043607,Middle Income
EGY,2015,Egypt,47.3,1.5,50.5,2,1985,TRUE,3.2,2.5,6.3,3.2,Africa,92.3884015015784,3032157.29435569,8625.59698635543,79.1996026896022,Middle Income
ESP,1990,Spain,30.6,0.5,42.5,0.5,1975,TRUE,11.9,0.7,28,0.9,Europe,57.1731487541455,8822920.57078916,6060.74096610587,53.750810679659,High Income
ESP,1995,Spain,34.2,0.6,48.7,0.9,1975,TRUE,14.5,1.1,29.8,1.4,Europe,55.3713989131656,4830392,9671.8059430264,52.9889485202363,High Income
ESP,2000,Spain,33.1,0.7,47.1,0.9,1975,TRUE,14,1.1,29.7,1.4,Europe,54.2384010742488,4805059,85788.0538711573,46.4601226585594,High Income
ESP,2005,Spain,31.9,0.7,45.5,0.9,1975,TRUE,13.6,1.1,29.9,1.4,Europe,52.9180102243027,5067297,88919.1326671187,46.9649075812811,High Income
ESP,2010,Spain,33.7,0.5,51,0.6,1975,TRUE,17.3,0.8,33.9,1,Europe,54.6393858698816,7959500,153365.837222637,46.112187043576,High Income
ESP,2015,Spain,34.3,1.1,51.9,1.5,1975,TRUE,17.6,1.9,33.9,2.4,Europe,73.371287647207,4219701.48640222,44615.7790118152,72.2544819524487,High Income
EST,1990,Estonia,29.6,1.4,44,2.3,1993,FALSE,,,,,Europe,64.4199579231203,237515.086120239,544.111729626023,58.3857298069509,High Income
EST,1995,Estonia,33.2,1.2,47.6,1.8,1993,TRUE,14.4,2.2,30.3,2.8,Europe,54.7157016818881,247678,1088.23888973318,47.5452550689602,High Income
EST,2000,Estonia,35.1,0.8,50.4,0.9,1993,TRUE,15.3,1.2,30.4,1.5,Europe,51.4887835856416,232250,2845.93900416715,54.0058612977954,High Income
EST,2005,Estonia,33.7,0.7,48.4,1,1993,TRUE,14.7,1.2,30.4,1.6,Europe,51.1712474143742,272250,3221.2826085059,54.7466359820639,High Income
EST,2010,Estonia,32.4,0.7,48,0.9,1993,TRUE,15.6,1.1,32.5,1.4,Europe,44.9004569660249,758389,8447.79591330995,50.9338406202964,High Income
EST,2015,Estonia,34.2,1.3,49.6,1.7,1993,TRUE,15.4,2.1,31,2.7,Europe,70.4441085901865,163686.47569634,1157.02753275338,63.0806516818339,High Income
ETH,1995,Ethiopia,34.8,2.1,38.8,2.4,,,,,,,Africa,70.2904576952124,41965,20.4889926853617,70.2904576952124,Low Income
ETH,2000,Ethiopia,29.4,1.7,34.2,2,,,,,,,Africa,78.7243035385458,43281,285.388222273452,55.6114230225695,Low Income
ETH,2005,Ethiopia,28.4,1.9,33.1,2.2,,,,,,,Africa,74.9541413870773,62738,379.98341834355,57.5107847461722,Low Income
ETH,2010,Ethiopia,28.7,1.8,33.1,2.3,,,,,,,Africa,72.8278677423436,128127,951.144034379023,57.0784661083539,Low Income
FIN,1990,Finland,21.1,0.6,40.4,0.9,1975,TRUE,19.3,1.1,47.8,1.4,Europe,69.1977735793813,4714029.36273989,24324.9493677067,62.8433293068842,High Income
FIN,1995,Finland,22,0.5,46.2,0.7,1975,TRUE,24.2,0.9,52.4,1.1,Europe,72.3716646165961,4168059,45174.0254324414,61.5053617317024,High Income
FIN,2000,Finland,24.9,0.4,46.7,0.8,1975,TRUE,21.8,0.9,46.7,1.2,Europe,54.7654183663785,2432905,48597.9738571116,45.5484198621021,High Income
FIN,2005,Finland,25.6,0.6,47.4,0.9,1975,TRUE,21.8,1.1,46,1.4,Europe,53.3470491369289,3144149,53774.9965981807,48.1059824349266,High Income
FIN,2010,Finland,25.7,0.5,47.7,0.7,1975,TRUE,22,0.9,46.1,1.1,Europe,51.1346981723403,5728915,100268.187351143,42.6748875318772,High Income
FIN,2015,Finland,25.5,0.9,48.2,1.3,1975,TRUE,22.7,1.6,47.1,2.1,Europe,83.0752392007655,1999605.08646323,36295.2116970515,72.9865846852219,High Income
FJI,1990,Fiji,47.3,2.5,45.8,2.6,,,,,,,Oceania,64.6443994513335,10281.7555296137,17.5030001316504,64.6443994513335,Middle Income
FJI,1995,Fiji,46.4,2.7,45.4,2.8,,,,,,,Oceania,67.7147938770506,15652,27.1320926067257,58.1265166911069,Middle Income
FJI,2000,Fiji,45.1,2.2,44.6,2.2,,,,,,,Oceania,67.867636392346,11360,166.607661090353,48.2949952408257,Middle Income
FJI,2005,Fiji,44.7,1.8,44.1,1.7,,,,,,,Oceania,57.5682252819746,13962,261.622535968953,43.2189117794898,Middle Income
FJI,2010,Fiji,42.7,1.9,42.7,1.9,,,,,,,Oceania,58.5875877790476,30323,550.510804450677,43.2657928308354,Middle Income
FRA,1990,France,29.5,0.8,48.5,1.1,1975,TRUE,19,1.4,39.2,1.8,Europe,43.1122546656459,13057408.9518444,6510.61774170248,42.1860130178555,High Income
FRA,1995,France,28.5,0.8,48.3,1.1,1975,TRUE,19.8,1.4,41,1.8,Europe,41.5863006844138,8174165,9429.01021570213,40.4906882081582,High Income
FRA,2000,France,27.9,0.5,48.2,0.7,1975,TRUE,20.3,0.9,42.1,1.1,Europe,42.5513904003163,7987304,170032.704381496,32.7428417154615,High Income
FRA,2005,France,28,0.4,48,0.7,1975,TRUE,20,0.8,41.7,1.1,Europe,41.5764174737956,7705001,158075.831348705,31.9792839476591,High Income
FRA,2010,France,29.2,0.6,49.7,0.8,1975,TRUE,20.5,1,41.2,1.3,Europe,43.3491560105429,13290370,304365.574869953,33.4435966292712,High Income
FRA,2015,France,29.9,1.3,49.6,2,1975,TRUE,19.7,2.4,39.7,3.1,Europe,61.3447258298599,4685568.95839611,36652.9511740937,58.2365301105327,High Income
GAB,2005,Gabon,36.7,2.3,41.9,2.7,,,,,,,Africa,63.2953815449763,76165,778.917393715633,65.7018024222288,Middle Income
GBR,1990,United Kingdom,33.5,0.7,51.1,1,1975,TRUE,17.6,1.2,34.4,1.6,Europe,58.5520771238882,17960325.5537793,4326.87474694404,56.2244880708132,High Income
GBR,1995,United Kingdom,34.2,0.6,53.5,0.7,1975,TRUE,19.3,0.9,36.1,1.1,Europe,60.5322097210344,6828729,5052.50355761112,58.2125859910581,High Income
GBR,2000,United Kingdom,34.5,0.7,53.1,0.9,1975,TRUE,18.6,1.1,35,1.4,Europe,56.6382198737584,6105510,123327.496939644,48.543943033282,High Income
GBR,2005,United Kingdom,33.9,0.6,52.7,0.8,1975,TRUE,18.8,1,35.7,1.3,Europe,54.8619583785742,5554589,108429.347053304,49.1651686228531,High Income
GBR,2010,United Kingdom,33.5,0.5,54.2,0.5,1975,TRUE,20.7,0.7,38.2,0.9,Europe,56.049397855036,8542505,184522.631713795,47.2068955981844,High Income
GBR,2015,United Kingdom,33,0.8,52.5,1.2,1975,TRUE,19.5,1.4,37.1,1.8,Europe,77.4513551792214,3313876.76370125,19302.137670937,69.3038572221474,High Income
GEO,1990,Georgia,33.3,1.7,42.6,2.7,1993,FALSE,,,,,Asia,55.3026471831736,168899.450155092,70.7456831500919,53.8903478570397,Middle Income
GEO,1995,Georgia,36.7,1.5,45.5,2.3,1993,TRUE,8.8,2.7,19.3,3.5,Asia,73.0128068527693,62270,57.1086274768263,64.9588771395817,Middle Income
GEO,2000,Georgia,39.2,1.2,47.7,1.8,1993,TRUE,8.5,2.2,17.8,2.8,Asia,66.7396500448407,41069,633.614238176816,49.530917939143,Middle Income
GEO,2005,Georgia,40.2,1.2,49.1,1.7,1993,TRUE,8.9,2.1,18.1,2.7,Asia,56.1206408619929,82403,1773.37202939601,44.7824108009995,Middle Income
GEO,2010,Georgia,42.3,0.8,51.5,1,1993,TRUE,9.2,1.3,17.9,1.6,Asia,56.511185242326,193288,3967.54487728013,45.5770377335865,Middle Income
GEO,2015,Georgia,40.4,1.3,49.2,1.8,1993,TRUE,8.8,2.2,17.9,2.8,Asia,72.319198228655,123245.425310209,2082.2086321828,69.5285165235971,Middle Income
GHA,1990,Ghana,34,1.9,39.2,2.2,,,,,,,Africa,53.9260139093927,237230.492492588,22.1692044282268,53.9260139093927,Middle Income
GHA,1995,Ghana,35.1,2,40.4,2.3,,,,,,,Africa,50.176890765595,149326,46.5605677580571,50.176890765595,Middle Income
GHA,2000,Ghana,36.3,1.9,41.7,2.2,,,,,,,Africa,51.9862975394328,143916,974.70012452296,47.6593123579149,Middle Income
GHA,2005,Ghana,37.7,1.7,43.2,2.1,,,,,,,Africa,52.502492452709,136567,821.571976754774,48.3089178584308,Middle Income
GHA,2010,Ghana,38.3,2.2,43.9,2.5,,,,,,,Africa,53.7780277009216,277076,1865.10647942411,49.3939750789068,Middle Income
GIN,1995,Guinea,40,1.8,45.6,2.2,,,,,,,Africa,82.6663541098502,11954,13.6170079085926,54.5539842715942,Low Income
GIN,2000,Guinea,38.4,2,43.9,2.2,,,,,,,Africa,71.1057809083627,13128,146.571788298528,68.6737921215347,Low Income
GIN,2005,Guinea,35.6,1.8,41.2,2,,,,,,,Africa,68.3269220537269,11606,122.133838327456,66.1220574639879,Low Income
GIN,2010,Guinea,33.1,1.9,38.6,2.2,,,,,,,Africa,67.4801906894585,21865,256.24183102725,61.1357399540629,Low Income
GMB,1995,Gambia,42.4,2.5,48.1,2.9,,,,,,,Africa,49.834968638177,3789,0.454108794389194,49.834968638177,Low Income
GMB,2000,Gambia,42.2,2.4,48.1,2.8,,,,,,,Africa,71.6983891014592,2730,12.3377228182942,71.6983891014592,Low Income
GMB,2005,Gambia,41.4,2.6,47.5,3.1,,,,,,,Africa,71.0699715305617,3633,9.36922711510783,71.0699715305617,Low Income
GMB,2010,Gambia,40.2,2.8,46.5,3.3,,,,,,,Africa,62.165310589566,12262,48.8942671522607,61.5933895543447,Low Income
GNB,1995,Guinea Bissau,36.7,2.7,41.8,3,,,,,,,Africa,70.5405855630592,2259,1.28366016335395,70.5405855630592,Low Income
GNB,2000,Guinea Bissau,35.7,2.3,41.3,2.4,,,,,,,Africa,69.5373791321171,866,6.29343932838036,69.5373791321171,Low Income
GNB,2005,Guinea Bissau,37.2,1.9,42.9,2.3,,,,,,,Africa,70.7904918867617,789,3.68635436196176,70.7904918867617,Low Income
GNB,2010,Guinea Bissau,41.5,1.9,47,2.4,,,,,,,Africa,63.9541659212991,2183,9.64595148983045,63.9541659212991,Low Income
GRC,1990,Greece,34.4,1.5,47.8,2.2,1975,TRUE,13.4,2.7,28,3.5,Europe,52.540386885611,1198064.46528478,831.196578909742,47.6307426674995,High Income
GRC,1995,Greece,34.8,0.8,47.1,1,1975,TRUE,12.3,1.3,26.1,1.6,Europe,51.670675009802,914139,1417.77822379743,46.4109595970208,High Income
GRC,2000,Greece,33.6,0.7,47.2,1.1,1975,TRUE,13.6,1.3,28.8,1.7,Europe,49.3201432865108,986315,21568.1764650761,37.444507215227,High Income
GRC,2005,Greece,32.7,0.7,48,1.1,1975,TRUE,15.3,1.3,31.9,1.7,Europe,49.2044698939752,1069412,23430.4553059889,38.1810786773662,High Income
GRC,2010,Greece,32.9,0.7,50.7,1,1975,TRUE,17.8,1.2,35.1,1.6,Europe,49.6115350450691,1677768,40206.2344891501,37.3640662599406,High Income
GRC,2015,Greece,33.4,1.2,52.8,1.7,1975,TRUE,19.4,2.1,36.7,2.7,Europe,67.7996413330357,757589.540871278,10706.5325100657,63.3448640825626,High Income
GRD,2000,Grenada,44.6,3.5,45,4.4,,,,,,,Americas,70.7585287077415,3156,18.2260333020997,53.0209668800976,
GRD,2005,Grenada,43.4,3.6,44.5,4.5,,,,,,,Americas,68.8298477573655,3343,20.001201189066,49.7540199197989,
GTM,1990,Guatemala,47.9,1.6,49.2,2.4,1985,TRUE,1.3,2.9,2.6,3.8,Americas,77.7139265409089,221950.915337742,56.6410129900997,76.7061504394019,Middle Income
GTM,1995,Guatemala,47.2,1.6,48.9,2.3,1985,TRUE,1.7,2.8,3.5,3.6,Americas,81.896488646527,133809,118.919739624218,79.8938645510419,Middle Income
GTM,2000,Guatemala,46.7,1.2,48.7,1.7,1985,TRUE,2,2.1,4.1,2.7,Americas,63.1258650001035,212625,1666.45934781227,43.0825281723556,Middle Income
GTM,2005,Guatemala,45.9,1,48.4,1.2,1985,TRUE,2.5,1.6,5.2,2,Americas,60.8324723504593,202276,1541.01759867937,46.7914390209553,Middle Income
GTM,2010,Guatemala,44,1.1,46.1,1.5,1985,TRUE,2.1,1.9,4.6,2.4,Americas,54.4618896452334,390413,3004.39710182517,44.9590389841277,Middle Income
GUY,1995,Guyana,48.5,2.2,48.7,2.6,,,,,,,Americas,81.462027652386,16108,61.006163197705,54.0154208304624,Middle Income
GUY,2000,Guyana,49.2,2.5,48.8,3,,,,,,,Americas,79.6476023677337,15524,123.083920116946,63.1745821325303,Middle Income
GUY,2005,Guyana,51.5,3.1,49.7,3.6,,,,,,,Americas,76.8875857478554,13624,125.082297760969,59.7273394720973,Middle Income
HKG,1990,Hong Kong,38.6,2.8,43.5,3.3,1985,TRUE,4.9,4.3,11.3,5.4,Asia,67.3358895513966,401382.090933516,4.64064065834356,67.3358895513966,High Income
HKG,1995,Hong Kong,39.8,2.2,44.9,2.7,1985,TRUE,5.1,3.5,11.4,4.4,Asia,68.4128669412505,60307,3.72664553625436,68.4128669412505,High Income
HKG,2000,Hong Kong,40.5,2,45.7,2.4,1985,TRUE,5.2,3.1,11.4,3.9,Asia,74.4461856126461,60632,170.33694750078,64.5328859774678,High Income
HKG,2005,Hong Kong,40.9,2.1,46.2,2.4,1985,TRUE,5.3,3.2,11.5,4,Asia,74.9053874754892,57790,154.943713130277,64.3910236667544,High Income
HKG,2010,Hong Kong,41.2,2.1,46.6,2.4,1985,TRUE,5.4,3.2,11.6,4,Asia,75.3552954520897,64527,180.555471363788,64.4999908467596,High Income
HKG,2015,Hong Kong,41.2,2.3,46.7,2.7,1985,TRUE,5.5,3.5,11.8,4.4,Asia,75.6727232995212,92774.2909120321,102.332722289928,66.9915374420178,High Income
HND,1990,Honduras,50.2,1.2,49.8,1.8,1985,TRUE,-0.400000000000006,2.2,-0.8,2.8,Americas,80.7073418827331,113363.290156649,19.6762421889843,56.2273363929317,Middle Income
HND,1995,Honduras,50.3,1,49.6,1.8,1985,TRUE,-0.699999999999996,2.1,-1.4,2.8,Americas,71.0932227809263,102532,59.6468523216168,55.152234292357,Middle Income
HND,2000,Honduras,51,1.2,50.5,2,1985,TRUE,-0.5,2.3,-1,3,Americas,64.1283108855668,134569,2033.52217588771,49.0979280824419,Middle Income
HND,2005,Honduras,53.2,1,52.1,1.9,1985,TRUE,-1.1,2.1,-2.1,2.8,Americas,60.7094650924798,150214,2165.32410950418,45.6571993305369,Middle Income
HND,2010,Honduras,50.2,1,49.7,1.8,1985,TRUE,-0.5,2.1,-1,2.8,Americas,57.9268085935378,285429,4568.545700863,44.5052763336304,Middle Income
HND,2015,Honduras,47.1,1.2,47,1.9,1985,TRUE,-0.100000000000001,2.2,-0.2,2.9,Americas,58.3709177295989,121940.24197758,982.117240785008,53.7517988885178,Middle Income
HRV,1990,Croatia,28.9,2.9,42.3,4.8,,,,,,,Europe,62.0404479301768,213656.680882128,424.840470419763,60.7133773412317,High Income
HRV,1995,Croatia,28.2,2.5,42.6,4.5,,,,,,,Europe,62.1660350994698,397251,1038.16527271987,61.4052190138171,High Income
HRV,2000,Croatia,26.4,1.8,42.8,3.9,,,,,,,Europe,46.2500132694943,470794,11253.6058591377,37.3386776773156,High Income
HRV,2005,Croatia,25.4,1.5,43.2,3.7,,,,,,,Europe,48.3764020425156,624281,15283.6531062033,37.6570344260677,High Income
HRV,2010,Croatia,27.8,1.6,44.2,3.8,,,,,,,Europe,47.6352839377187,1006667,26461.5798995016,37.1724936396362,High Income
HRV,2015,Croatia,29.2,2.3,44.9,4.5,,,,,,,Europe,66.2393370514014,339361.633231655,5427.50012337054,63.4309329211379,High Income
HTI,2005,Haiti,52.7,2.8,57.6,3.1,,,,,,,Americas,74.2166708352181,8533,11.5759047490808,57.6962699267587,Low Income
HTI,2010,Haiti,52.6,2.7,57.7,3.2,,,,,,,Americas,56.7681935183009,42174,176.007891522047,45.6836580560375,Low Income
HUN,1990,Hungary,26.4,1,48.1,1.5,1993,FALSE,,,,,Europe,55.0023337182892,664469.590192449,361.349279836457,38.660659864965,High Income
HUN,1995,Hungary,28.8,1,52.1,1.3,1993,TRUE,23.3,1.6,44.7,2.1,Europe,45.8342675478358,1015701,850.021802698034,34.3965844804024,High Income
HUN,2000,Hungary,28.9,1,53,1.4,1993,TRUE,24.1,1.7,45.5,2.2,Europe,39.7832291786373,927351,18532.4177165651,35.2870220384937,High Income
HUN,2005,Hungary,28.5,0.8,55.4,1.1,1993,TRUE,26.9,1.4,48.6,1.8,Europe,37.5026815103274,896184,16978.0974323984,34.3825041425454,High Income
HUN,2010,Hungary,28.1,0.9,59.3,1.4,1993,TRUE,31.2,1.7,52.6,2.2,Europe,37.1247171434972,1316868,26031.229663354,33.845559722185,High Income
HUN,2015,Hungary,28.7,1.4,60.3,2,1993,TRUE,31.6,2.4,52.4,3.1,Europe,53.2034186902927,376867.401782274,4199.64421065194,52.7506285804531,High Income
IDN,1990,Indonesia,37.7,1.7,38.8,1.7,,,,,,,Asia,91.4712535878044,1925434.96391556,581.52836444768,88.0679224716532,Middle Income
IDN,1995,Indonesia,38.7,1.7,39.8,1.7,,,,,,,Asia,91.3059227433639,1819268,1174.02214964402,87.3654098954199,Middle Income
IDN,2000,Indonesia,37.9,1.6,39,1.6,,,,,,,Asia,82.2319537406002,1753500,14672.49364647,74.5619144270966,Middle Income
IDN,2005,Indonesia,40.1,1.5,41.2,1.6,,,,,,,Asia,80.1987713593585,1723082,12302.1492689183,71.6458484225458,Middle Income
IDN,2010,Indonesia,43.3,1.4,44.5,1.4,,,,,,,Asia,77.7204620332684,3133344,23298.6415735919,67.3555225709518,Middle Income
IDN,2015,Indonesia,45.7,1.9,46.8,2,,,,,,,Asia,84.088718112356,1414667.204119,9028.41951692015,80.2850846053165,Middle Income
IND,1990,India,43.2,1.3,44.4,2,1985,TRUE,1.2,2.4,2.7,3.1,Asia,48.1874453474775,12406484.0982001,1636.90040860976,46.8805081917292,Middle Income
IND,1995,India,44.1,1.1,45.2,1.8,1985,TRUE,1.1,2.1,2.4,2.8,Asia,46.0192452058094,11893671,2499.5698322682,44.9977660344349,Middle Income
IND,2000,India,44.9,1.2,46.2,1.7,1985,TRUE,1.3,2.1,2.8,2.7,Asia,47.0614806553777,11649179,53746.5524751607,43.5817452015805,Middle Income
IND,2005,India,47.1,0.8,48.1,1,1985,TRUE,1,1.3,2.1,1.6,Asia,47.5886137538131,10465700,43746.7860108433,43.490983544376,Middle Income
IND,2010,India,48,0.8,49.6,1.1,1985,TRUE,1.6,1.4,3.2,1.8,Asia,46.9742892720086,22043021,91862.8547670237,42.8900356932403,Middle Income
IRL,1990,Ireland,32.9,1.3,50.4,1.7,1975,TRUE,17.5,2.1,34.7,2.7,Europe,29.753353487839,1038595.25458641,1091.70309388189,29.5483225320189,High Income
IRL,1995,Ireland,32.8,0.8,49.5,1.1,1975,TRUE,16.7,1.4,33.7,1.8,Europe,27.7334392324985,604531,1169.46276022392,27.7334392324985,High Income
IRL,2000,Ireland,31.6,1,48.3,1.4,1975,TRUE,16.7,1.7,34.6,2.2,Europe,35.6843008973049,728868,23481.9762464377,32.1620859906257,High Income
IRL,2005,Ireland,30.5,0.8,50.9,1.1,1975,TRUE,20.4,1.4,40.1,1.8,Europe,32.4717140630214,753242,25358.5614050035,32.1638706849264,High Income
IRL,2010,Ireland,29.9,0.6,54.1,1,1975,TRUE,24.2,1.2,44.7,1.6,Europe,32.9429015620601,1481956,54216.0025744038,31.185986244397,High Income
IRL,2015,Ireland,30.2,1.3,52.7,1.9,1975,TRUE,22.5,2.3,42.7,3,Europe,51.7631289568803,306861.223249137,3307.56165436472,50.4174996563568,High Income
IRN,1990,Iran,44.4,0.9,49,1.4,1985,TRUE,4.6,1.7,9.4,2.2,Asia,64.4604932022397,7936058.40354381,7320.35051055294,63.3006239475825,Middle Income
IRN,1995,Iran,43.7,0.9,48.2,1.3,1985,TRUE,4.5,1.6,9.3,2.1,Asia,64.281576175511,4306944,8560.99912978059,63.489206960975,Middle Income
IRN,2000,Iran,43.9,0.9,48.4,1.3,1985,TRUE,4.5,1.6,9.3,2.1,Asia,60.8923863149941,4359312,112511.504423792,52.1228492196371,Middle Income
IRN,2005,Iran,42.5,0.9,46.9,1.4,1985,TRUE,4.4,1.7,9.4,2.2,Asia,61.4512072638618,5490728,147001.09430414,54.5054871988849,Middle Income
IRN,2010,Iran,39.7,1.2,43.9,1.5,1985,TRUE,4.2,1.9,9.6,2.4,Asia,59.5736441436037,8971661,232890.255236467,50.9047931403046,Middle Income
IRQ,2010,Iraq,34.8,2,35.8,2.2,,,,,,,Asia,60.841677657911,2099722,43382.3042924412,59.9430916157459,Middle Income
ISL,1995,Iceland,20.4,1,29.2,1.6,1975,TRUE,8.8,1.9,30.1,2.5,Europe,69.1507966381039,132546,1673.26714883742,60.8944847698234,High Income
ISL,2000,Iceland,22.7,1,32.3,1.5,1975,TRUE,9.6,1.8,29.7,2.3,Europe,60.9274968941663,131969,1446.25603569939,53.2962033089529,High Income
ISL,2005,Iceland,25.8,0.8,36.9,1,1975,TRUE,11.1,1.3,30.1,1.6,Europe,57.6617262835256,182308,1454.32685861155,54.4277921602094,High Income
ISL,2010,Iceland,24.9,0.7,37.7,1,1975,TRUE,12.8,1.2,34,1.6,Europe,56.353663765295,267249,1447.19884939602,55.0341108534351,High Income
